ISSID,Province,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,Latitude,Longitude,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,type,type_id,Violent_or_violent,violent,Rangecode,Reasonforprotest
375,9,Western Cape - City of Cape Town,1,0,Cape Town,Manenberg,WC - Manenberg,"-33.983639,18.555377",-33.983638,18.555377,Kei Street,Duinefontein Rd,08/03/2013,08/03/2013,0,Crime related,1,Peaceful,0,5,Some Manenberg residents at the weekend said gang violence is destroying the future of the youth in their community. Community members took to the streets on Saturday to protest the ongoing gang violence after several people were killed in recent weeks.
682,5,North West - Rustenburg,0,0,Rustenburg,Paardekraal Hall,NW - Rustenburg,"-25.6426,27.285885",-25.6426,27.285885,Glen Eagles drive,Spanish Bay Drive,08/03/2013,08/03/2013,0,Election related,3,Violent,1,5,A brief altercation has marked yet another meeting between Julius Malema’s Economic Freedom Fighters (EFF) and ANC supporters in a fight over a venue.
362,3,Gauteng - Merafong City,0,0,Johannesburg,Fochville,GP - Fochville,"-26.489772,27.495143",-26.489771,27.495142,Church Street,Market Street,08/04/2013,08/04/2013,1,Service delivery,9,Violent,1,3,"The protest erupted when the mayor attempted to address residents, and the meeting was called off, residents embarked on a service delivery protest."
364,9,Western Cape - City of Cape Town,1,0,Cape Town,"S-Section, Khayelitsha",WC - Khayelitsha,"-34.029158,18.66375",-34.029158,18.66375,Pama Road,Pama Road,08/05/2013,08/05/2013,0,Service delivery,9,Violent,1,5,MUNICIPAL workers repairing toilets in Khayelitsha were left stranded for a few hours when protesting residents slashed the tyres of city vehicles and threatened to set them alight. The residents decried the city’s Expanded Public Works Programme.
365,6,KwaZulu Natal - eThekwini,1,0,Durban,NPC - Margate and Port Shepstone,KZN - Port Shepstone,"-30.742302,30.453314",-30.742301,30.453313,11486 Main Rd,11486 Main Rd,08/05/2013,08/05/2013,1,Labour related,4,Peaceful,0,5,"It seems that an increase of R2 500 was wanted, plus housing benefits, as opposed to a percentage increase in salary."
366,3,Gauteng - West Rand,0,0,West Rand,West rand,GP - Randfontein,"-26.180192,27.70183",-26.180192,27.70183,6th street,Main Road,08/05/2013,08/05/2013,1,Labour related,4,Peaceful,0,5,West Rand District Municipality (WRDM) embarked on a 'no work no pay' strike. This comes after our Sunday and public holiday wages have been cut from two and a half days to one and a half day. Striking workers are also demanding a 56 per cent increase in their salaries.
368,9,Western Cape - City of Cape Town,1,0,Cape Town,"Western Cape legislature, Cape Town",WC - Cape Town Central,"-33.92403,18.418725",-33.92403,18.418724,7 Wale Street,7 Wale Street,08/05/2013,08/05/2013,0,Service delivery,9,Violent,1,5,"Poo protesters in Cape Town have struck again, this time targeting the Western Cape legislature. four men allegedly dumped faeces on the steps of the legislature and were seen fleeing the scene."
388,4,Northern Cape - Sol Plaatjie,0,0,Kimberley,Kimberley,NC - Kimberley,"-28.74428,24.767558",-28.74428,24.767558,Jan Smuts Blvd,Cullinan Cres,08/05/2013,08/05/2013,0,Labour related,4,Violent,1,5,"Thousands of members of the SA Municipal Workers’ Union brought Kimberley to a standstill, trashed the streets, halted service delivery and barricaded the council’s offices with refuse bins.  They demanded that contract workers be appointed permanently in accordance with an agreement reached in June 12 after a strike which lasted a week.  According to Samwu’s provincial secretary Duma Lebakeng, almost 70% of workers employed by the Sol Plaatje municipality in Kimberley were on contract.  Among the marchers demands were for an external audit on the implementation of the wage curve which was backdated from 28 June 28 to 26 July."
389,3,Gauteng - Ekurhuleni,1,0,Germiston,"Rand Refinery, Germiston",GP - Germiston,"-26.213389,28.147572",-26.213388,28.147572,Refinery Street,Refinery Street,08/05/2013,08/05/2013,0,Labour related,4,Peaceful,0,5,"Workers affiliated to the National Union of Mineworkers downed tools in a protected strike at Rand Refinery, in Germiston, on Monday after mediation failed at the Commission for Conciliation, Mediation and Arbitration (CCMA) last week."
367,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Parktown - Johannesburg,GP - Jeppe,"-26.207492,28.036334",-26.207491,28.036334,44 Main Street,44 Main Street,08/06/2013,08/06/2013,0,Environment related,10,Peaceful,0,5,Earthlife Africa activists gathered in Parktown to march against a plan by Anglo American to build a coal-fired power station in Limpopo.
387,3,Gauteng - Ekurhuleni,1,0,Alberton,"Natalspruit Hospital, Katlehong",GP - Katlehong,"-26.327711,28.149672",-26.327711,28.149671,147 Hospital Road,Mabona St,08/06/2013,08/06/2013,0,Labour related,4,Peaceful,0,5,"About 40 intern doctors at Natalspruit Hospital in Katlehong in Ekurhuleni spent Tuesday night sleeping on the floor in the hospital’s casualty ward in protest.  Hours earlier, they downed tools demanding that the hospital’s management beef up security at their residences, situated on the hospital’s premises.  The action follows a spate of burglaries and harassment of female doctors by unknown men roaming the hospital at night."
371,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,"Qhayiya Campus, Port Elizabeth College",EC - New Brighton,"-33.897443,25.580071",-33.897443,25.580071,Struanway,Struanway,08/07/2013,08/07/2013,-1,Education related,2,Violent,1,5,"The students, who boycotted classes, were protesting because the administrator, Leon Beech, refused to listen to their grievances. They locked the gates, making sure he could not leave before responding to their grievances."
372,6,KwaZulu Natal - eThekwini,1,1,Durban,"Ngwemabala, Gcilima",KZN - Margate,"-30.920196,30.253604",-30.920196,30.253603,Not applicable,Not applicable,08/07/2013,08/07/2013,0,Vigilantism,7,Violent,1,5,"A MAN suspected of raping a 12-year-old girl from Nkampani last Saturday night, was assaulted and stoned to death by an angry mob at Ngwemabala, Gcilima near Margate. The mob accused Ngilande of several rapes and housebreakings committed in the area recently. The last straw was the alleged kidnapping and rape of the child last Saturday, which prompted the mob to take the law into its own hands."
374,9,Western Cape - City of Cape Town,1,0,Cape Town,Department of Social Development,WC - Cape Town Central,"-33.927018,18.416021",-33.927017,18.416021,14 Queen Victoria Street,university Street,08/07/2013,08/07/2013,0,Labour related,4,Peaceful,0,5,Nehawu members protest against the intolerable working conditions at the Department of Social Development and the impact this has had on service delivery.
363,3,Gauteng - City of Johannesburg,1,0,Johannesburg,"Protea Glen south, Soweto",GP - Protea Glen,"-26.287398,27.839833",-26.287398,27.839832,Chris Hani drive,N12,08/08/2013,08/10/2013,1,Service delivery,9,Violent,1,3,"Residents of Protea Glen south began protesting at 3am on Thursday demanding service delivery. They barricaded roads with burning objects, stoned passing vehicles and damaged property demanding houses, water and electricity."
373,1,Eastern Cape - Alfred Nzo,0,1,Mount Ayliff,Mount Ayliff Taxi rank,EC - Mount Ayliff,"-30.80893,29.366879",-30.80893,29.366879,Church Street,North Street,08/08/2013,08/08/2013,0,Crime related,1,Peaceful,0,5,As part of Women’s month Umzimvubu Local Municipality has organised a march against Women abuse. The march started at Mount Ayliff Taxi rank where different congregations came in numbers to support the programme and it ended with a prayer at Mount Ayliff Town Hall.
396,3,Gauteng - City of Tshwane,1,0,Pretoria,"BMW SA’s plant, Rosslyn",GP - Akasia,"-25.628587,28.085668",-25.628587,28.085667,6 Frans du Toit Street,6 Frans du Toit Street,08/08/2013,08/08/2013,0,Labour related,4,Peaceful,0,5,Workers strike at BMW SA’s plant in Rosslyn over shift allowances since.
370,9,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha,WC - Khayelitsha,"-34.038978,18.678555",-34.038978,18.678554,N2,Spine Road,08/10/2013,08/10/2013,0,Service delivery,9,Violent,1,5,Poo protesters in Cape Town have struck again throwing faeces on the road and burning tyres
401,1,Eastern Cape - Buffalo City,0,0,East London,East London,EC - East London,"-33.008759,27.901247",-33.008758,27.901247,Oxford street,Oxford steet,08/10/2013,08/10/2013,0,Crime related,1,Peaceful,0,5,East London LBGTI held a march on Saturday to protest against assaults on their rights. More than 100 gay and lesbian activists marched down Oxford Street in East London on Saturday protesting against assault and discrimination.
391,4,Northern Cape - Sol Plaatjie,0,0,Kimberley,Windsorton,NC - Windsorton,"-28.332359,24.712954",-28.332359,24.712954,Frere St,Franklin Road,08/11/2013,08/11/2013,0,Xenophobia,8,Violent,1,5,"The town of Windsorton was on the brink of anarchy on Sunday night after police shot and killed a 23-year-old man accused of stealing a cellphone from a tuck shop owned by a foreigner. In the ensuing riot, nine people were arrested while a heavy police presence in the area was a sign of rising tensions. Several tuck shops owned by foreigners were attacked late on Sunday afternoon. Community members were on Sunday also baying for the blood of the police officer who allegedly shot Might"
402,8,Limpopo - Vhembe,0,1,Makhado,Mashau,LP - Levubu,"-23.1567,30.189864",-23.1567,30.189864,Not applicable,Not applicable,08/11/2013,08/12/2013,0,Vigilantism,7,Violent,1,5,"Chaos reigned in Ha-Mashau village on Sunday night when angry community members set alight a house, five cars, a shop and a bar lounge. The property and vehicles belong to two businessmen whom community members suspect of murdering two people over the past few months."
466,8,Limpopo - Vhembe,0,1,Thohoyandou,Tshisaulu,LP - Thohoyandou,"-22.94927,30.482677",-22.949269,30.482676,Not applicable,Not applicable,08/11/2013,08/13/2013,0,Crime related,1,Violent,1,3,Residents earlier blockaded the Thohoyandou-Makhado road with stones and burning tyres in a protest over the murder of a woman. 21 residents have been arrested since the protest started in the area on Sunday.
602,6,KwaZulu Natal - Ulundi,0,0,Ulundi,Ulundi,KZN - Ulundi,"-28.315867,31.417094",-28.315867,31.417093,Ulundi,R66,08/11/2013,08/11/2013,0,Election related,3,Violent,1,5,"An ANC councilor, Makhosonke Msibi has been shot dead in Ulundi. The ANC councilor was shot dead at his home on Sunday at 7pm. A man knocked at the door, The man fired shots at him when he emerged."
392,6,KwaZulu Natal - eThekwini,1,1,Durban,"Nonyi informal settlement, Mandeni",KZN - Durban North,"-29.155952,31.412265",-29.155951,31.412265,lond street,long street,08/12/2013,08/12/2013,0,Service delivery,9,Violent,1,5,"About 1000 residents of the Nonyi informal settlement in Mandeni embarked on a service delivery protest on Monday, KwaZulu-Natal police said. Residents threw stones at police, who used rubber bullets and teargas to disperse them, Captain Thulani Zwane said."
393,6,KwaZulu Natal - eThekwini,1,0,Durban,"North Coast town, Etete",KZN - Durban North,"-29.423746,31.234012",-29.423746,31.234012,R102,R102,08/12/2013,08/13/2013,0,Service delivery,9,Violent,1,5,"Shack dwellers in the North Coast town of Etete, between Shakaskraal and Groutville, have blocked the R102 for two days and are demanding houses in a service delivery protest. She said residents had rejected Mthembu’s offer to wait three months and wanted assurance of a date when the project would commence"
390,3,Gauteng - City of Johannesburg,1,0,Johannesburg,"Lehae, Lenasia",GP - Lenasia,"-26.312878,27.830357",-26.312878,27.830356,Lenasia Dr,Lenasia Dr,08/13/2013,08/13/2013,0,Service delivery,9,Violent,1,5,"Residents of Lehae near Lenasia, south of Johannesburg, have barricaded roads in the area with burning tyres. They say they are angry over a lack of service delivery."
546,8,Limpopo - Thulamela,0,1,Thohoyandou,Tshisahulu,LP - Thohoyandou,"-23.005844,30.404359",-23.005844,30.404358,R524,R524,08/13/2013,08/13/2013,0,Crime related,1,Violent,1,5,"Following the death of a woman in the village the whole village converged at the local traditional leader's palace. During the meeting, residents expressed their dissatisfaction about the way cases in the area are being handled. The traditional leader, Chief Thivhulawi Makumbane, called for calm, but before the meeting could be closed officially, angry residents went on the rampage, blockading roads with big rocks, pieces of scrap and branches of trees. They proceeded to the main Thohoyandou-Makhado (Louis Trichardt) road at the Tshililo intersection, where they barricaded the road and had a standoff with the police for the whole of Sunday."
394,3,Gauteng - City of Tshwane,1,0,Pretoria,Tshwane,GP - Pretoria Central,"-25.749161,28.18991",-25.749161,28.18991,215 Francis Baard Street,215 Francis Baard Street,08/14/2013,08/14/2013,0,Labour related,4,Peaceful,0,5,"Satawu in Gauteng province led a march against the cleaning, security and taxi bosses to abhor their injustices leveled against our members, who are employed in these industries. Main issues of concerns are about the unilateral conclusions of sectoral determinations that subject our members to the sublevels of poverty wages in their workplaces."
395,3,Gauteng - City of Tshwane,1,0,Pretoria,Silverton,GP - Silverton,"-25.736793,28.32949",-25.736792,28.32949,Simon Vermooten Road,Simon Vermooten Road,08/14/2013,08/14/2013,1,Labour related,4,Peaceful,0,5,Workers at the Ford Motor Company’s manufacturing plant in Silverton in Pretoria have embarked on an unprotected strike ahead of the planned protected wage strike in the motor manufacturing industry from Monday.
398,5,North West - Rustenburg,0,0,Rustenburg,"Lonmin, Marikana",NW - Rustenburg,"-25.684055,27.537876",-25.684055,27.537876,Not applicable,Not applicable,08/14/2013,08/14/2013,0,Labour related,4,Peaceful,0,5,"Trade union Solidarity boycotted the launch of the mine crime combating forum in Rustenburg, general secretary Gideon du Plessis said.  ""Solidarity has decided to boycott today's launch in protest, after having been informed that its recognition at Lonmin, together with that of other unions, is being revoked,"" he said in a statement.  "
399,3,Gauteng - Emfuleni,0,0,Vereeniging,Vaal Triangle,GP - Vereeniging,"-26.729203,27.885895",-26.729202,27.885895,R59 freeway,R59 freeway,08/14/2013,08/14/2013,0,Labour related,4,Violent,1,5,Thirty-five people were arrested during unrest in the Vaal Triangle. The protesters were arrested for public violence when they barricaded the R59 freeway after they were dismissed by a local company
400,9,Western Cape - City of Cape Town,1,0,Cape Town,Nyanga - New Eisleben Secondary School,WC - Nyanga,"-34.029419,18.486801",-34.029418,18.486801,Stulo Rd,Stulo Rd,08/14/2013,08/14/2013,0,Education related,2,Violent,1,5,Pupils at New Eisleben Secondary School stoned a Cape Argus photographer’s vehicle on Wednesday morning during violent protests against the school’s principal.
397,3,Gauteng - Ekurhuleni,1,0,East Rand,Duduza,GP - Duduza,"-26.372017,28.407512",-26.372017,28.407512,Dube Street,Dube Street,08/15/2013,08/15/2013,0,Service delivery,9,Violent,1,5,"An ANC councillor's house was burnt down in Duduza, near Nigel by Local residents whose illegally-built shacks were demolished in Tsakane Extension 17. When the demolition crew arrived residents began pulling down their shacks and torched the home of a man who allegedly sold them the land illegally and also the councilor's house."
597,9,Western Cape - City of Cape Town,1,0,Cape Town,New Eisleben High - Lower Crossroads,WC - Philippi,"-33.994607,18.595095",-33.994607,18.595095,Stulo street,Stulo street,08/15/2013,08/15/2013,0,Education related,2,Violent,1,5,"The rampaging pupils said they wanted the principal, a Mr. Mazimena, out of the school as they said he was abusive toward teachers and parents and had allegedly chased a number of pupils out of the school."
607,3,Gauteng - Ekurhuleni,1,1,Nigel,Nigel,GP - Nigel,"-26.420467,28.468639",-26.420467,28.468639,Duduza,Northern Road,08/15/2013,08/15/2013,0,Election related,3,Violent,1,5,"the house was one of two that were torched, allegedly by local residents whose illegally-built shacks were demolished in Tsakane Extension 17"
407,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,"General Motors, Ford and Volkswagen plants - Port Elizabeth",EC - New Brighton,"-33.777517,25.417158",-33.777517,25.417158,Algoa Road,R75,08/19/2013,08/28/2013,1,Labour related,4,Peaceful,0,4,"More than 30,000 workers in South Africa’s auto industry vowed yesterday to intensify an nationwide wage strike that has crippled a multi-billion dollar export market. The workers are demanding a 14-percent pay increase. Employers have offered eight percent."
408,3,Gauteng - City of Tshwane,1,0,Pretoria,Ford’s plant - Mamelodi,GP - Eersterust,"-25.736892,28.329488",-25.736892,28.329488,Simon Vermooten Road,Pretoria St,08/19/2013,08/28/2013,1,Labour related,4,Peaceful,0,4,"More than 30,000 workers in South Africa’s auto industry vowed yesterday to intensify an nationwide wage strike that has crippled a multi-billion dollar export market. The workers are demanding a 14-percent pay increase. Employers have offered eight percent."
409,4,Northern Cape - Sol Plaatjie,0,0,Kimberley,Kimberley City Hall,NC - Kimberley,"-28.754435,24.768948",-28.754435,24.768948,75 Milner Road,Memorial Road,08/20/2013,08/20/2013,-1,Labour related,4,Violent,1,5,Sol Plaatje SA Municipal Workers' Union (Samwu) chairman Manne Moremi said the go-slow was across all sectors of the municipality. Moremi said Samwu wanted all contract workers to be permanently employed immediately. They also wanted an external audit of back-pay due to workers.
412,7,Mpumalanga - Umjindi,0,1,Nelspruit,Emjindini - Kosovo Village,MP - Barberton,"-25.761166,31.03958",-25.761165,31.03958,R40,R40,08/20/2013,08/20/2013,0,Service delivery,9,Violent,1,5,"Residents of Kosovo village blockaded the R40 from Barberton to Nelspruit with burning wood and hurled insults at Umjindi mayor, Cllr Lazarus Mashaba in absentia, and police officers on the scene as they helplessly tried to resist demolition of their ""homes""."
410,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Roodepoort,GP - Roodepoort,"-26.169857,27.845523",-26.169857,27.845523,Randfontein Road,Randfontein Road,08/21/2013,08/21/2013,0,Service delivery,9,Violent,1,5,A group of protesters burnt tyres and placed rocks on Randfontein Road in Roodepoort.
411,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Orange Farm,GP - Orange Farms,"-26.457974,27.856768",-26.457974,27.856767,Golden Highway,Welgevonden Road,08/21/2013,08/21/2013,0,Service delivery,9,Violent,1,5,"Residents of Orange Farm burnt tyres and placed rocks on main roads in the area, The protesters had also placed rocks and burning tyres between Welgevonden Road and Palm Springs Mall. Wayne Minnaar of JMPD said it was not clear why residents were protesting."
405,6,KwaZulu Natal - eThekwini,1,0,Durban,Umlazi - Enduduzweni Centre for the Blind,KZN - Umlazi,"-29.969658,30.853319",-29.969657,30.853318,18Spiral Road,18 Spinal Road,08/22/2013,08/22/2013,0,Service delivery,9,Peaceful,0,5,"Residents of the Enduduzweni Centre for the Blind in Umlazi, and their relatives, protested and police were called to ensure calm prevailed, KwaZulu-Natal social development spokesperson Ncumisa Fandesi said. Fandesi said the residents had made allegations against the management, demanding their removal. She said the residents, who had been trained to make a living, were refusing to leave the centre and were preventing other disabled people from being trained."
406,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg Central,GP - Jeppe,"-26.201445,28.033737",-26.201445,28.033736,Gerard Sekoto,153 Bree Street,08/22/2013,08/22/2013,0,Labour related,4,Peaceful,0,5,"Congress of South African Trade Unions declares its total support for the 283 municipal workers, who are marching, with their families, over a dispute which began in 1994, when more than 500 municipal workers employed by the then Midrand Council went on strike against corruption and nepotism."
403,9,Western Cape - City of Cape Town,1,0,Cape Town,Milnerton - Du noon informal setlement,WC - Milnerton,"-33.86636,18.499899",-33.86636,18.499898,N2,Airport approach road,08/23/2013,08/23/2013,0,Service delivery,9,Violent,1,5,Residents burnt tyres and threw stones in the early hours of the morning. It's thought the protests are over poor service delivery.
404,9,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha BM Section,WC - Khayelitsha,"-34.043191,18.655119",-34.043191,18.655118,Mew Way,N2,08/23/2013,08/23/2013,1,Service delivery,9,Violent,1,5,"Police fired stun grenades and rubber bullets to disperse crowds that hurled rocks, glass bottles and rubbish onto the N2 in a protest that began shortly before 5pm, closing the road for more than three hours. Residents of the Khayelitsha BM Section tipped four portable toilets over the concrete fence and were dragging them on to the highway’s inbound lane before police stopped them. The protest is service delivery related."
416,9,Western Cape - City of Cape Town,1,0,Cape Town,Joe Slovo informal settlement,WC - Langa,"-33.944289,18.524394",-33.944288,18.524394,N2,N2,08/23/2013,08/23/2013,0,Service delivery,9,Violent,1,5,"Residents of the Joe Slovo informal settlement took the streets in protest over service delivery. Twelve people are currently in police custody in Cape Town on charges of public violence. Residents vandalised containers and portable toilets. Residents are demanding the removal of their ward councilor Heather Brenner, and want new elections to take place by the end of the year."
475,9,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town CBD,WC - Cape Town Central,"-33.924656,18.420179",-33.924655,18.420179,Wale St,Adderley St,08/23/2013,08/23/2013,0,Crime related,1,Peaceful,0,5,Members and supporters of Cape Town’s LGBT community rallied against Russia’s anti-gay law by staging a kiss-in protest.
493,6,KwaZulu Natal - Emnambithi/Ladysmith,0,1,Ladysmith,Acaciavale Primary School,KZN - Ladysmith,"-28.594385,29.80302",-28.594384,29.80302,Foxglove Avenue,Viola Road,08/23/2013,08/23/2013,0,Service delivery,9,Peaceful,0,5,"A heated meeting at Acaciavale Primary School on Thursday afternoon saw an angry crowd calling Mayor Vincent Madlala a liar after he claimed councillors never told people to keep their receipts for hailstorm repairs. Mayor Madlala was with councillors and Speaker Zehra Rassool. Addressing the crowd, the mayor stated that the municipality will not refund people the money they used to repair their houses and that contractors will start going out to people's homes to assist and fix up the houses. The crowd erupted with anger, lashing out at the mayor and the councillors."
417,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Park Town - Eskom offices in Braamfontein,GP - Rosebank,"-26.184746,28.040573",-26.184746,28.040572,Victoria Street,Empire Road,08/24/2013,08/24/2013,0,Labour related,4,Peaceful,0,5,"Thousands of members of the National Union of Mineworkers (NUM) march to handover memoranda of demands to Eskom, the Chamber of Mines and the South African Federation of Civil Engineering Contractors (SAFCEC). Workers demand that Eskom should stop bullying its employees and accede to their justified demands and that both the Chamber of Mines ‘s Gold producers and companies affiliated to SAFCEC should do the same. Many of the companies affiliated to SAFCEC have been accused of milking the state through fraudulent activities thus making huge profits. The NUM demands that these companies together with mining companies such as AngloGold Ashanti, Harmony Gold, Goldfields, Sibanye and many others should share their hefty ill-gotten gains with the poor masses."
418,1,Eastern Cape - Buffalo City,0,0,East London,"Beacon bay, Eskom at Sunny Laws Park Offices",EC - East London,"-32.956465,27.950555",-32.956465,27.950555,Beacon Bay,Quenera Drive,08/24/2013,08/24/2013,0,Labour related,4,Peaceful,0,5,"Thousands of members of the National Union of Mineworkers (NUM) march to handover memoranda of demands to Eskom, the Chamber of Mines and the South African Federation of Civil Engineering Contractors (SAFCEC). Workers demand that Eskom should stop bullying its employees and accede to their justified demands and that both the Chamber of Mines ‘s Gold producers and companies affiliated to SAFCEC should do the same. Many of the companies affiliated to SAFCEC have been accused of milking the state through fraudulent activities thus making huge profits. The NUM demands that these companies together with mining companies such as AngloGold Ashanti, Harmony Gold, Goldfields, Sibanye and many others should share their hefty ill-gotten gains with the poor masses."
413,3,Gauteng - Ekurhuleni,1,0,Johannesburg,Germiston Civic Centre,GP - Germiston,"-26.217528,28.165139",-26.217528,28.165139,Joubert Street,Cross Street,08/26/2013,08/26/2013,0,Political causes,5,Violent,1,5,A group of people calling themselves military veterans trashed and looted the Germiston Civic Centre.
414,3,Gauteng - Ekurhuleni,1,0,Johannesburg,OR Tambo Int Aiport,GP - Int Airport Jhb,"-26.135188,28.229137",-26.135187,28.229137,OR Thambo Airport Road,OR Thambo Aiport Road,08/26/2013,08/28/2013,1,Labour related,4,Peaceful,0,3,"Airport workers affiliated to SA Transport and Allied Workers Union (SATAWU) embark on a wage strike outside OR Tambo International Airport. SAA technical staff began striking on Monday demanding a double-digit wage increase of 12 percent. The airline offered 6.5 percent, with spokesman Tlali Tlali saying it was based on what the company could afford. Workers, picketing outside OR Tambo international Airport, have turned away essential deliveries, needed for the airline’s operations"
426,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Walter Sisulu University,EC - New Brighton,"-31.602024,28.750628",-31.602024,28.750627,Nelson Mandela Dr,Nelson Mandela Dr,08/26/2013,08/30/2013,1,Labour related,4,Violent,1,3,"Students have been told to vacate the Walter Sisulu University, in the Eastern Cape, because of labour trouble."
454,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Port Elizabeth,EC - New Brighton,"-33.917031,25.598464",-33.917031,25.598464,Sidwell Avenue,Cresswell Road,08/26/2013,08/27/2013,1,Labour related,4,Peaceful,0,1,The strike by traffic officers and library staff in the Nelson Mandela Bay Metro has crippled service delivery. Libraries and traffic department services centres remain closed to the public. This is the third time in 2013 that traffic staffs are striking over salary grades.
455,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Uitenhage,EC - Uitenhage,"-33.762846,25.393792",-33.762846,25.393792,Graff Reinnet,Caledon Rd,08/26/2013,08/27/2013,1,Labour related,4,Peaceful,0,1,The strike by traffic officers and library staff in the Nelson Mandela Bay Metro has crippled service delivery. Libraries and traffic department services centres remain closed to the public. This is the third time in 2013 that traffic staffs are striking over salary grades.
464,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Korsten,EC - Uitenhage,"-33.922686,25.577148",-33.922685,25.577148,Lindsay Road,Colas Street,08/26/2013,09/06/2013,1,Labour related,4,Peaceful,0,1,The strike by traffic officers and library staff in the Nelson Mandela Bay Metro has crippled service delivery. Libraries and traffic department services centres remain closed to the public. This is the third time in 2013 that traffic staffs are striking over salary grades.
415,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Sandton,GP - Sandton,"-26.106386,28.051614",-26.106386,28.051614,Alice Road,Alice Road,08/27/2013,08/27/2013,-1,Labour related,4,Peaceful,0,5,"Police were called out to a construction site in Sandton today, after striking construction workers allegedly tried to intimidate non-striking workers. eNCA.com witnessed police moving a group of workers, most of whom were wearing National Union of Mineworkers t-shirts, off a Tiber Group construction site. The workers had been contracted to a WBHO site in Alice Road and were unhappy that construction workers at the Tiber site were not taking part in the strike. After the group was moved off the site, they continued to picket briefly at a WBHO site adjacent to the Sandton shopping centre. The workers said they are demanding a 15% wage increase, while employers are offering 6%. However, union representative told eNCA.com this week that the worker demand was 13% for 2013 and 14% for 2014."
424,3,Gauteng - Mogale City,0,0,Johannesburg,Krugersdorp - Key West Shopping Centre; Silverstar and Cradlestone Mall,GP - Krugersdorp,"-26.087659,27.784283",-26.087658,27.784282,Viljoen Street,Paardekraal Road,08/27/2013,08/27/2013,1,Labour related,4,Peaceful,0,5,"Construction workers from several construction sites in Krugersdorp have downed tools and gone on strike, organised by the National Union of Mineworkers (NUM) and Building Construction and Allied Workers Union (BCAWU) members who demand a wage increase of 40 per cent. NUM and BCAWU are demanding a 40 per cent wage increase on the total cost of employment for entry rate Task Grade 1, while employers are offering 7,5 per cent."
463,1,Eastern Cape - King Sabata Dalindyebo,0,1,Mthatha,Walter Sisulu University (WSU),EC - Mthatha,"-31.601987,28.750605",-31.601987,28.750605,Nelson Mandela Dr,Nelson Mandela Dr,08/27/2013,09/06/2013,1,Labour related,4,Peaceful,0,3,There's been no tuition at the university for six weeks as workers demand between 8 and 10% salary increases while WSU is offering 4.25%. Students from the Mthatha campuses of the Walter Sisulu University (WSU) have handed over a memorandum of demands to a representative of the Premier's office.
419,3,Gauteng - West Rand,0,0,Johannesburg,Mohlakeng Extension 5,GP - Diepkloof,"-26.471645,27.772807",-26.471644,27.772807,R28,Segaetsho Road,08/28/2013,08/28/2013,-1,Service delivery,9,Violent,1,5,"Residents were up in arms over the lack of basic service delivery in the area and barricaded the streets with burning tyres and rocks. This comes as residents stage mass action to demand the delivery of basic services in the form of proper sanitation, water and electricity from the Randfontein Local Municipality residents are still furious and have called on the Randfontein Local Municipality Mayor, Sylvia Thebenare to step down from her position. They say that she is unable to fulfill her duties in office and are fed up with the empty promises she keeps feeding them in terms of basic service delivery in the area."
421,9,Western Cape - City of Cape Town,1,0,Cape Town,Ashton Magistrate court,WC - Ashton,"-33.785389,20.123322",-33.785389,20.123322,39 Piet Retief Street,Du Toit Street,08/28/2013,08/28/2013,0,Crime related,1,Violent,1,5,"Police used a stun grenade to disperse angry protesters outside the Ashton Magistrate’s Court, where two men appeared on charges of assault. The men had appeared on two charges of assault with intent to do grievous bodily harm in connection with assaulting farm worker Flip Engelbrecht and his son, Flippie, five years ago. Flippie, now 20, was left epileptic and blind. Later he fell into a fire during a seizure and lost both his hands. Last week he was fitted with a pair of prosthetic hands."
423,3,Gauteng - City of Johannesburg,1,0,Johannesburg,"Great Hall, East Campus, Wits University",GP - Jeppe,"-26.192114,28.030306",-26.192114,28.030306,3 Jorissen street,Yale Road,08/28/2013,08/28/2013,0,Political causes,5,Peaceful,0,5,"Protest taking place tonight at Wits University in Johannesburg against racial-profiling and hosting of Israel concert. Failing to receive a response from either Wits University's management, the Wits University Palestine Solidarity Committee and BDS South Africa together with concerned Wits University staff and students will stage a silent protest outside this evening's Daniel Zamir Israel concert"
